Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,DateTime
1/2/2007,10:03:00,2.368,0.114,237.16,11.0,19,0,17,2/1/2007 10:03
1/2/2007,10:04:00,1.376,0.112,237.75,5.8,0,0,18,2/1/2007 10:04
1/2/2007,10:05:00,1.380,0.116,238.34,5.8,0,0,17,2/1/2007 10:05
1/2/2007,10:06:00,1.378,0.120,237.81,5.8,0,0,18,2/1/2007 10:06
1/2/2007,10:07:00,1.394,0.148,237.15,5.8,0,0,17,2/1/2007 10:07
1/2/2007,10:08:00,1.372,0.116,236.94,5.8,1,0,17,2/1/2007 10:08
1/2/2007,10:09:00,1.358,0.108,236.76,5.6,0,0,17,2/1/2007 10:09
1/2/2007,10:10:00,1.356,0.110,236.83,5.6,0,0,17,2/1/2007 10:10
1/2/2007,10:11:00,1.348,0.106,236.06,5.6,0,0,17,2/1/2007 10:11
1/2/2007,10:12:00,1.352,0.108,236.58,5.6,0,0,18,2/1/2007 10:12
1/2/2007,10:13:00,1.348,0.106,236.21,5.6,0,0,17,2/1/2007 10:13
1/2/2007,10:14:00,1.362,0.112,237.57,5.6,0,0,17,2/1/2007 10:14
1/2/2007,10:15:00,1.358,0.110,237.39,5.6,0,0,17,2/1/2007 10:15
1/2/2007,10:16:00,1.362,0.112,237.72,5.6,0,0,18,2/1/2007 10:16
1/2/2007,10:17:00,1.368,0.116,238.37,5.6,0,0,17,2/1/2007 10:17
1/2/2007,10:18:00,1.344,0.074,238.78,5.6,0,0,18,2/1/2007 10:18
1/2/2007,10:19:00,1.282,0.000,238.90,5.2,0,0,17,2/1/2007 10:19
1/2/2007,10:20:00,1.322,0.000,239.14,5.4,0,0,18,2/1/2007 10:20
1/2/2007,10:21:00,1.360,0.090,239.10,5.6,0,0,17,2/1/2007 10:21
1/2/2007,10:22:00,1.348,0.086,238.03,5.6,0,0,17,2/1/2007 10:22
1/2/2007,10:23:00,1.352,0.086,238.23,5.6,0,0,18,2/1/2007 10:23
1/2/2007,10:24:00,1.356,0.088,238.80,5.6,0,0,17,2/1/2007 10:24
1/2/2007,10:25:00,1.356,0.088,238.89,5.6,0,0,18,2/1/2007 10:25
1/2/2007,10:26:00,1.352,0.088,238.55,5.6,0,0,17,2/1/2007 10:26
1/2/2007,10:27:00,1.356,0.090,239.25,5.6,0,0,18,2/1/2007 10:27
1/2/2007,10:28:00,1.352,0.088,238.81,5.6,0,0,17,2/1/2007 10:28
1/2/2007,10:29:00,1.344,0.086,238.30,5.6,0,0,18,2/1/2007 10:29
1/2/2007,10:30:00,1.344,0.086,238.25,5.6,0,0,17,2/1/2007 10:30
1/2/2007,10:31:00,1.342,0.086,238.25,5.6,0,0,17,2/1/2007 10:31
1/2/2007,10:32:00,1.288,0.000,238.14,5.4,0,0,18,2/1/2007 10:32
1/2/2007,10:33:00,1.266,0.000,237.40,5.2,0,0,17,2/1/2007 10:33
1/2/2007,10:34:00,1.262,0.000,237.05,5.2,0,0,17,2/1/2007 10:34
1/2/2007,10:35:00,1.276,0.000,238.34,5.2,0,0,18,2/1/2007 10:35
1/2/2007,10:36:00,1.278,0.000,238.57,5.2,0,0,17,2/1/2007 10:36
1/2/2007,10:37:00,1.286,0.000,238.52,5.4,0,0,18,2/1/2007 10:37
1/2/2007,10:38:00,1.310,0.000,238.69,5.4,0,0,17,2/1/2007 10:38
1/2/2007,10:39:00,1.280,0.000,238.66,5.2,0,0,18,2/1/2007 10:39
1/2/2007,10:40:00,1.286,0.000,239.26,5.4,0,0,17,2/1/2007 10:40
1/2/2007,10:41:00,1.284,0.000,239.18,5.4,0,0,18,2/1/2007 10:41
1/2/2007,10:42:00,1.290,0.000,239.65,5.4,0,0,17,2/1/2007 10:42
1/2/2007,10:43:00,1.302,0.000,239.11,5.4,0,0,18,2/1/2007 10:43
1/2/2007,10:44:00,1.392,0.118,239.06,5.8,0,0,17,2/1/2007 10:44
1/2/2007,10:45:00,1.400,0.122,239.87,5.8,0,0,18,2/1/2007 10:45
1/2/2007,10:46:00,1.394,0.122,239.69,5.8,0,0,17,2/1/2007 10:46
1/2/2007,10:47:00,1.400,0.124,240.31,5.8,0,0,18,2/1/2007 10:47
1/2/2007,10:48:00,1.402,0.126,240.65,5.8,0,0,18,2/1/2007 10:48
1/2/2007,10:49:00,1.406,0.128,241.27,5.8,0,0,18,2/1/2007 10:49
1/2/2007,10:50:00,1.406,0.130,241.42,5.8,0,0,18,2/1/2007 10:50
1/2/2007,10:51:00,1.400,0.128,240.88,5.8,0,0,17,2/1/2007 10:51
1/2/2007,10:52:00,1.410,0.128,241.10,5.8,0,0,18,2/1/2007 10:52
1/2/2007,10:53:00,1.406,0.128,241.00,5.8,0,0,18,2/1/2007 10:53
1/2/2007,10:54:00,1.396,0.124,240.19,5.8,0,0,18,2/1/2007 10:54
1/2/2007,10:55:00,1.386,0.122,239.64,5.8,0,0,17,2/1/2007 10:55
1/2/2007,10:56:00,1.366,0.114,238.13,5.6,0,0,18,2/1/2007 10:56
1/2/2007,10:57:00,1.370,0.116,238.56,5.6,0,0,17,2/1/2007 10:57
1/2/2007,10:58:00,1.372,0.116,238.76,5.6,0,0,18,2/1/2007 10:58
1/2/2007,10:59:00,1.328,0.050,239.18,5.4,0,0,17,2/1/2007 10:59
1/2/2007,11:00:00,1.280,0.000,238.74,5.2,0,0,17,2/1/2007 11:00
1/2/2007,11:01:00,1.276,0.000,238.44,5.2,0,0,18,2/1/2007 11:01
1/2/2007,11:02:00,1.282,0.000,238.95,5.2,0,0,17,2/1/2007 11:02
1/2/2007,11:03:00,1.278,0.000,238.52,5.2,0,0,18,2/1/2007 11:03
1/2/2007,11:04:00,1.270,0.000,237.86,5.2,0,0,17,2/1/2007 11:04
1/2/2007,11:05:00,1.270,0.000,237.69,5.2,0,0,18,2/1/2007 11:05
1/2/2007,11:06:00,1.274,0.000,238.16,5.2,0,0,17,2/1/2007 11:06
1/2/2007,11:07:00,1.328,0.000,238.37,5.6,0,0,17,2/1/2007 11:07
1/2/2007,11:08:00,1.364,0.090,239.00,5.6,0,0,18,2/1/2007 11:08
1/2/2007,11:09:00,1.366,0.090,239.10,5.6,0,0,17,2/1/2007 11:09
1/2/2007,11:10:00,1.362,0.090,238.87,5.6,0,0,18,2/1/2007 11:10
1/2/2007,11:11:00,1.364,0.090,239.12,5.6,0,0,17,2/1/2007 11:11
1/2/2007,11:12:00,1.364,0.090,239.23,5.6,0,0,18,2/1/2007 11:12
1/2/2007,11:13:00,1.360,0.090,238.87,5.6,0,0,17,2/1/2007 11:13
1/2/2007,11:14:00,1.354,0.088,238.70,5.6,0,0,18,2/1/2007 11:14
1/2/2007,11:15:00,1.430,0.198,237.86,6.0,0,0,17,2/1/2007 11:15
1/2/2007,11:16:00,1.422,0.204,237.83,6.0,0,2,17,2/1/2007 11:16
1/2/2007,11:17:00,1.418,0.204,237.83,6.0,0,1,18,2/1/2007 11:17
1/2/2007,11:18:00,1.402,0.176,238.13,5.8,0,1,17,2/1/2007 11:18
1/2/2007,11:19:00,1.362,0.106,238.75,5.6,0,2,18,2/1/2007 11:19
1/2/2007,11:20:00,1.358,0.104,238.35,5.6,0,1,17,2/1/2007 11:20
1/2/2007,11:21:00,1.364,0.108,238.95,5.6,0,2,18,2/1/2007 11:21
1/2/2007,11:22:00,1.370,0.108,238.83,5.6,0,1,17,2/1/2007 11:22
1/2/2007,11:23:00,1.366,0.106,238.40,5.6,0,1,17,2/1/2007 11:23
1/2/2007,11:24:00,1.398,0.126,238.99,5.8,0,2,18,2/1/2007 11:24
1/2/2007,11:25:00,1.484,0.242,239.32,6.2,0,1,18,2/1/2007 11:25
1/2/2007,11:26:00,1.474,0.238,238.87,6.2,0,2,17,2/1/2007 11:26
1/2/2007,11:27:00,1.478,0.242,239.49,6.2,0,1,18,2/1/2007 11:27
1/2/2007,11:28:00,1.488,0.248,240.61,6.2,0,1,17,2/1/2007 11:28
1/2/2007,11:29:00,1.490,0.250,241.02,6.2,0,2,18,2/1/2007 11:29
1/2/2007,11:30:00,1.476,0.246,240.24,6.2,0,1,18,2/1/2007 11:30
1/2/2007,11:31:00,1.476,0.250,240.92,6.2,0,1,18,2/1/2007 11:31
1/2/2007,11:32:00,1.468,0.246,240.32,6.2,0,1,17,2/1/2007 11:32
1/2/2007,11:33:00,1.464,0.244,240.03,6.2,0,2,18,2/1/2007 11:33
1/2/2007,11:34:00,1.462,0.244,240.01,6.0,0,1,18,2/1/2007 11:34
1/2/2007,11:35:00,1.458,0.244,239.90,6.0,0,1,17,2/1/2007 11:35
1/2/2007,11:36:00,1.450,0.238,239.08,6.0,0,1,18,2/1/2007 11:36
1/2/2007,11:37:00,1.452,0.238,238.84,6.0,0,2,17,2/1/2007 11:37
1/2/2007,11:38:00,1.446,0.236,238.42,6.0,0,1,18,2/1/2007 11:38
1/2/2007,11:39:00,1.440,0.232,237.90,6.0,0,1,17,2/1/2007 11:39
1/2/2007,11:40:00,1.378,0.140,238.37,5.8,0,1,17,2/1/2007 11:40
1/2/2007,11:41:00,1.352,0.104,238.42,5.6,0,1,18,2/1/2007 11:41
1/2/2007,11:42:00,1.350,0.104,238.11,5.6,0,2,17,2/1/2007 11:42
1/2/2007,11:43:00,1.348,0.096,238.53,5.6,0,1,18,2/1/2007 11:43
1/2/2007,11:44:00,1.280,0.000,238.17,5.4,0,0,17,2/1/2007 11:44
1/2/2007,11:45:00,1.276,0.000,238.43,5.2,0,0,17,2/1/2007 11:45
1/2/2007,11:46:00,1.280,0.000,238.85,5.2,0,0,18,2/1/2007 11:46
1/2/2007,11:47:00,1.290,0.000,239.86,5.4,0,0,18,2/1/2007 11:47
1/2/2007,11:48:00,1.290,0.000,239.75,5.4,0,0,17,2/1/2007 11:48
1/2/2007,11:49:00,1.292,0.000,239.88,5.4,0,0,18,2/1/2007 11:49
1/2/2007,11:50:00,1.292,0.000,239.92,5.4,0,0,17,2/1/2007 11:50
1/2/2007,11:51:00,1.302,0.000,240.82,5.4,0,0,18,2/1/2007 11:51
1/2/2007,11:52:00,1.306,0.000,240.54,5.4,0,0,18,2/1/2007 11:52
1/2/2007,11:53:00,1.292,0.000,239.26,5.4,0,0,17,2/1/2007 11:53
1/2/2007,11:54:00,1.378,0.072,240.71,5.8,0,0,18,2/1/2007 11:54
1/2/2007,11:55:00,1.390,0.100,241.46,5.6,0,0,18,2/1/2007 11:55
1/2/2007,11:56:00,1.384,0.098,241.06,5.6,0,0,18,2/1/2007 11:56
1/2/2007,11:57:00,1.392,0.100,241.62,5.6,0,0,18,2/1/2007 11:57
1/2/2007,11:58:00,1.386,0.100,241.65,5.6,0,0,18,2/1/2007 11:58
1/2/2007,11:59:00,1.370,0.094,240.38,5.6,0,0,17,2/1/2007 11:59
1/2/2007,12:00:00,1.360,0.090,239.57,5.6,0,0,18,2/1/2007 12:00
1/2/2007,12:01:00,1.360,0.092,239.84,5.6,0,0,18,2/1/2007 12:01
1/2/2007,12:02:00,1.364,0.094,240.16,5.6,0,0,17,2/1/2007 12:02
1/2/2007,12:03:00,1.362,0.094,240.03,5.6,0,0,18,2/1/2007 12:03
1/2/2007,12:04:00,1.370,0.096,240.87,5.6,0,0,18,2/1/2007 12:04
1/2/2007,12:05:00,1.362,0.060,240.89,5.6,0,0,17,2/1/2007 12:05
1/2/2007,12:06:00,1.402,0.122,240.03,5.8,0,0,18,2/1/2007 12:06
1/2/2007,12:07:00,1.406,0.122,239.96,5.8,0,0,18,2/1/2007 12:07
1/2/2007,12:08:00,1.402,0.122,239.85,5.8,0,0,17,2/1/2007 12:08
1/2/2007,12:09:00,1.404,0.124,240.33,5.8,0,0,18,2/1/2007 12:09
1/2/2007,12:10:00,1.398,0.122,240.04,5.8,0,0,18,2/1/2007 12:10
1/2/2007,12:11:00,1.400,0.126,240.82,5.8,0,0,17,2/1/2007 12:11
1/2/2007,12:12:00,1.392,0.122,240.14,5.8,0,0,18,2/1/2007 12:12
1/2/2007,12:13:00,1.384,0.120,239.51,5.8,0,0,18,2/1/2007 12:13
1/2/2007,12:14:00,1.390,0.122,240.31,5.8,0,0,17,2/1/2007 12:14
1/2/2007,12:15:00,1.390,0.124,240.32,5.8,0,0,18,2/1/2007 12:15
1/2/2007,12:16:00,1.386,0.122,239.93,5.8,0,0,18,2/1/2007 12:16
1/2/2007,12:17:00,1.096,0.128,240.77,5.0,0,0,13,2/1/2007 12:17
1/2/2007,12:18:00,0.326,0.136,241.03,1.4,0,0,0,2/1/2007 12:18
1/2/2007,12:19:00,0.326,0.136,241.12,1.4,0,0,0,2/1/2007 12:19
1/2/2007,12:20:00,0.326,0.134,240.62,1.4,0,0,0,2/1/2007 12:20
1/2/2007,12:21:00,0.262,0.046,240.80,1.2,0,0,0,2/1/2007 12:21
1/2/2007,12:22:00,0.230,0.000,240.13,1.0,0,0,0,2/1/2007 12:22
1/2/2007,12:23:00,0.230,0.000,240.02,1.0,0,0,0,2/1/2007 12:23
1/2/2007,12:24:00,0.230,0.000,240.29,1.0,0,0,0,2/1/2007 12:24
1/2/2007,12:25:00,0.230,0.000,240.12,1.0,0,0,0,2/1/2007 12:25
1/2/2007,12:26:00,0.230,0.000,240.44,1.0,0,0,0,2/1/2007 12:26
1/2/2007,12:27:00,0.232,0.000,241.37,1.0,0,0,0,2/1/2007 12:27
1/2/2007,12:28:00,0.232,0.000,240.88,1.0,0,0,0,2/1/2007 12:28
1/2/2007,12:29:00,0.232,0.000,240.69,1.0,0,0,0,2/1/2007 12:29
1/2/2007,12:30:00,0.230,0.000,240.53,1.0,0,0,0,2/1/2007 12:30
1/2/2007,12:31:00,0.232,0.000,240.86,1.0,0,0,0,2/1/2007 12:31
1/2/2007,12:32:00,0.232,0.000,241.09,1.0,0,0,0,2/1/2007 12:32
1/2/2007,12:33:00,0.232,0.000,240.89,1.0,0,0,0,2/1/2007 12:33
1/2/2007,12:34:00,0.234,0.000,241.73,1.0,0,0,0,2/1/2007 12:34
1/2/2007,12:35:00,0.234,0.000,241.73,1.0,0,0,0,2/1/2007 12:35
1/2/2007,12:36:00,0.232,0.000,240.81,1.0,0,0,0,2/1/2007 12:36
1/2/2007,12:37:00,0.232,0.000,241.28,1.0,0,0,0,2/1/2007 12:37
1/2/2007,12:38:00,0.234,0.000,241.36,1.0,0,0,0,2/1/2007 12:38
1/2/2007,12:39:00,0.232,0.000,241.29,1.0,0,0,0,2/1/2007 12:39
1/2/2007,12:40:00,0.258,0.000,241.52,1.2,0,0,0,2/1/2007 12:40
1/2/2007,12:41:00,0.310,0.110,241.68,1.4,0,0,0,2/1/2007 12:41
1/2/2007,12:42:00,0.310,0.110,241.81,1.4,0,0,0,2/1/2007 12:42
1/2/2007,12:43:00,0.312,0.114,242.60,1.4,0,0,0,2/1/2007 12:43
1/2/2007,12:44:00,0.312,0.114,242.79,1.4,0,0,0,2/1/2007 12:44
1/2/2007,12:45:00,0.310,0.110,241.72,1.4,0,0,0,2/1/2007 12:45
1/2/2007,12:46:00,0.368,0.168,241.22,1.8,0,0,0,2/1/2007 12:46
1/2/2007,12:47:00,0.416,0.238,240.73,2.0,0,0,0,2/1/2007 12:47
1/2/2007,12:48:00,0.408,0.236,240.18,2.0,0,0,0,2/1/2007 12:48
1/2/2007,12:49:00,0.408,0.240,240.85,2.0,0,0,0,2/1/2007 12:49
1/2/2007,12:50:00,0.408,0.246,241.96,2.0,0,0,0,2/1/2007 12:50
1/2/2007,12:51:00,0.404,0.242,241.97,2.0,0,0,0,2/1/2007 12:51
1/2/2007,12:52:00,0.334,0.140,241.70,1.4,0,0,0,2/1/2007 12:52
1/2/2007,12:53:00,0.334,0.140,241.46,1.4,0,0,0,2/1/2007 12:53
1/2/2007,12:54:00,0.332,0.140,241.55,1.4,0,0,0,2/1/2007 12:54
1/2/2007,12:55:00,0.332,0.142,241.69,1.4,0,0,0,2/1/2007 12:55
1/2/2007,12:56:00,0.330,0.138,241.00,1.4,0,0,0,2/1/2007 12:56
1/2/2007,12:57:00,0.330,0.140,241.44,1.4,0,0,0,2/1/2007 12:57
1/2/2007,12:58:00,0.328,0.140,241.43,1.4,0,0,0,2/1/2007 12:58
1/2/2007,12:59:00,0.330,0.144,241.87,1.4,0,0,0,2/1/2007 12:59
1/2/2007,13:00:00,0.328,0.144,241.75,1.4,0,0,0,2/1/2007 13:00
1/2/2007,13:01:00,0.328,0.142,241.64,1.4,0,0,0,2/1/2007 13:01
1/2/2007,13:02:00,0.258,0.000,242.02,1.2,0,0,0,2/1/2007 13:02
1/2/2007,13:03:00,0.234,0.000,241.53,1.0,0,0,0,2/1/2007 13:03
1/2/2007,13:04:00,0.232,0.000,241.24,1.0,0,0,0,2/1/2007 13:04
1/2/2007,13:05:00,0.234,0.000,241.48,1.0,0,0,0,2/1/2007 13:05
1/2/2007,13:06:00,0.232,0.000,240.55,1.0,0,0,0,2/1/2007 13:06
1/2/2007,13:07:00,0.232,0.000,240.42,1.0,0,0,0,2/1/2007 13:07
1/2/2007,13:08:00,0.230,0.000,239.88,1.0,0,0,0,2/1/2007 13:08
1/2/2007,13:09:00,0.230,0.000,239.49,1.0,0,0,0,2/1/2007 13:09
1/2/2007,13:10:00,0.228,0.000,238.82,1.0,0,0,0,2/1/2007 13:10
1/2/2007,13:11:00,0.228,0.000,238.19,1.0,0,0,0,2/1/2007 13:11
1/2/2007,13:12:00,0.228,0.000,238.19,1.0,0,0,0,2/1/2007 13:12
1/2/2007,13:13:00,0.228,0.000,238.58,1.0,0,0,0,2/1/2007 13:13
1/2/2007,13:14:00,0.228,0.000,238.71,1.0,0,0,0,2/1/2007 13:14
1/2/2007,13:15:00,0.228,0.000,238.24,1.0,0,0,0,2/1/2007 13:15
1/2/2007,13:16:00,0.228,0.000,238.77,1.0,0,0,0,2/1/2007 13:16
1/2/2007,13:17:00,0.230,0.000,239.40,1.0,0,0,0,2/1/2007 13:17
1/2/2007,13:18:00,0.230,0.000,239.48,1.0,0,0,0,2/1/2007 13:18
1/2/2007,13:19:00,0.230,0.000,239.56,1.0,0,0,0,2/1/2007 13:19
1/2/2007,13:20:00,0.230,0.000,239.85,1.0,0,0,0,2/1/2007 13:20
1/2/2007,13:21:00,0.232,0.000,240.43,1.0,0,0,0,2/1/2007 13:21
1/2/2007,13:22:00,0.240,0.000,240.47,1.0,0,0,0,2/1/2007 13:22
1/2/2007,13:23:00,0.238,0.000,240.47,1.0,0,0,0,2/1/2007 13:23
1/2/2007,13:24:00,0.238,0.000,240.50,1.0,0,0,0,2/1/2007 13:24
1/2/2007,13:25:00,0.238,0.000,240.69,1.0,0,0,0,2/1/2007 13:25
1/2/2007,13:26:00,0.238,0.000,240.74,1.0,0,0,0,2/1/2007 13:26
1/2/2007,13:27:00,0.312,0.068,241.95,1.6,0,0,0,2/1/2007 13:27
1/2/2007,13:28:00,0.422,0.248,242.06,2.0,0,0,0,2/1/2007 13:28
1/2/2007,13:29:00,0.418,0.246,241.72,2.0,0,0,0,2/1/2007 13:29
1/2/2007,13:30:00,0.416,0.248,241.88,2.0,0,0,0,2/1/2007 13:30
1/2/2007,13:31:00,0.416,0.250,242.27,2.0,0,0,0,2/1/2007 13:31
1/2/2007,13:32:00,0.412,0.248,241.79,2.0,0,0,0,2/1/2007 13:32
1/2/2007,13:33:00,0.408,0.246,241.45,2.0,0,0,0,2/1/2007 13:33
1/2/2007,13:34:00,0.404,0.242,240.96,2.0,0,0,0,2/1/2007 13:34
1/2/2007,13:35:00,0.402,0.242,240.98,2.0,0,0,0,2/1/2007 13:35
1/2/2007,13:36:00,0.400,0.240,240.73,1.8,0,0,0,2/1/2007 13:36
1/2/2007,13:37:00,0.406,0.238,240.40,2.0,0,0,0,2/1/2007 13:37
1/2/2007,13:38:00,0.396,0.228,240.13,1.8,0,0,0,2/1/2007 13:38
1/2/2007,13:39:00,0.332,0.136,240.30,1.4,0,0,0,2/1/2007 13:39
1/2/2007,13:40:00,0.330,0.132,239.62,1.4,0,0,0,2/1/2007 13:40
1/2/2007,13:41:00,0.328,0.130,239.11,1.4,0,0,0,2/1/2007 13:41
1/2/2007,13:42:00,0.328,0.128,238.64,1.4,0,0,0,2/1/2007 13:42
1/2/2007,13:43:00,0.248,0.000,239.75,1.0,0,0,0,2/1/2007 13:43
1/2/2007,13:44:00,0.288,0.052,239.77,1.4,0,0,0,2/1/2007 13:44
1/2/2007,13:45:00,0.316,0.122,239.76,1.4,0,1,0,2/1/2007 13:45
1/2/2007,13:46:00,0.312,0.120,239.61,1.4,0,1,0,2/1/2007 13:46
1/2/2007,13:47:00,0.312,0.120,239.58,1.4,0,1,0,2/1/2007 13:47
1/2/2007,13:48:00,0.312,0.116,238.77,1.4,0,2,0,2/1/2007 13:48
1/2/2007,13:49:00,0.312,0.116,238.69,1.4,0,1,0,2/1/2007 13:49
1/2/2007,13:50:00,0.312,0.116,238.73,1.4,0,1,0,2/1/2007 13:50
1/2/2007,13:51:00,0.314,0.118,239.09,1.4,0,2,0,2/1/2007 13:51
1/2/2007,13:52:00,0.320,0.120,239.44,1.4,0,1,0,2/1/2007 13:52
1/2/2007,13:53:00,0.320,0.120,239.72,1.4,0,2,0,2/1/2007 13:53
1/2/2007,13:54:00,0.320,0.120,239.77,1.4,0,1,0,2/1/2007 13:54
1/2/2007,13:55:00,0.318,0.120,239.65,1.4,0,1,0,2/1/2007 13:55
1/2/2007,13:56:00,0.320,0.124,240.60,1.4,0,2,0,2/1/2007 13:56
1/2/2007,13:57:00,0.318,0.122,240.12,1.4,0,1,0,2/1/2007 13:57
1/2/2007,13:58:00,0.318,0.122,240.09,1.4,0,1,0,2/1/2007 13:58
1/2/2007,13:59:00,0.316,0.122,239.83,1.4,0,2,0,2/1/2007 13:59
1/2/2007,14:00:00,0.314,0.120,239.70,1.4,0,1,0,2/1/2007 14:00
1/2/2007,14:01:00,0.310,0.124,240.44,1.4,0,1,0,2/1/2007 14:01
1/2/2007,14:02:00,0.310,0.128,241.63,1.4,0,2,0,2/1/2007 14:02
1/2/2007,14:03:00,0.310,0.130,242.04,1.4,0,1,0,2/1/2007 14:03
1/2/2007,14:04:00,0.308,0.128,241.56,1.4,0,1,0,2/1/2007 14:04
1/2/2007,14:05:00,0.308,0.126,241.14,1.4,0,1,0,2/1/2007 14:05
1/2/2007,14:06:00,0.308,0.128,241.56,1.4,0,2,0,2/1/2007 14:06
1/2/2007,14:07:00,0.314,0.130,241.62,1.4,0,1,0,2/1/2007 14:07
1/2/2007,14:08:00,0.358,0.170,241.94,1.8,0,1,0,2/1/2007 14:08
1/2/2007,14:09:00,0.424,0.268,242.03,2.0,0,1,0,2/1/2007 14:09
1/2/2007,14:10:00,0.420,0.268,242.21,2.0,0,2,0,2/1/2007 14:10
1/2/2007,14:11:00,0.416,0.264,241.55,2.0,0,1,0,2/1/2007 14:11
1/2/2007,14:12:00,0.412,0.258,240.59,2.0,0,1,0,2/1/2007 14:12
1/2/2007,14:13:00,0.390,0.224,240.33,1.8,0,1,0,2/1/2007 14:13
1/2/2007,14:14:00,0.376,0.164,240.00,1.8,0,0,0,2/1/2007 14:14
1/2/2007,14:15:00,0.410,0.236,239.90,2.0,0,0,0,2/1/2007 14:15
1/2/2007,14:16:00,0.406,0.236,240.21,2.0,0,0,0,2/1/2007 14:16
1/2/2007,14:17:00,0.404,0.238,240.61,2.0,0,0,0,2/1/2007 14:17
1/2/2007,14:18:00,0.402,0.238,240.42,2.0,0,0,0,2/1/2007 14:18
1/2/2007,14:19:00,0.402,0.238,240.41,1.8,0,0,0,2/1/2007 14:19
1/2/2007,14:20:00,0.400,0.240,240.50,1.8,0,0,0,2/1/2007 14:20
1/2/2007,14:21:00,0.400,0.242,240.66,1.8,0,0,0,2/1/2007 14:21
1/2/2007,14:22:00,0.404,0.240,240.52,2.0,0,0,0,2/1/2007 14:22
1/2/2007,14:23:00,0.402,0.242,240.75,2.0,0,0,0,2/1/2007 14:23
1/2/2007,14:24:00,0.328,0.136,240.43,1.4,0,0,0,2/1/2007 14:24
1/2/2007,14:25:00,0.308,0.108,240.81,1.4,0,0,0,2/1/2007 14:25
1/2/2007,14:26:00,0.250,0.000,241.45,1.0,0,0,0,2/1/2007 14:26
1/2/2007,14:27:00,0.240,0.000,242.08,1.0,0,0,0,2/1/2007 14:27
1/2/2007,14:28:00,0.236,0.000,241.76,1.0,0,0,0,2/1/2007 14:28
1/2/2007,14:29:00,0.232,0.000,241.41,1.0,0,0,0,2/1/2007 14:29
1/2/2007,14:30:00,0.232,0.000,241.65,1.0,0,0,0,2/1/2007 14:30
1/2/2007,14:31:00,0.232,0.000,241.29,1.0,0,0,0,2/1/2007 14:31
1/2/2007,14:32:00,0.232,0.000,241.03,1.0,0,0,0,2/1/2007 14:32
1/2/2007,14:33:00,0.232,0.000,241.45,1.0,0,0,0,2/1/2007 14:33
1/2/2007,14:34:00,0.232,0.000,241.72,1.0,0,0,0,2/1/2007 14:34
1/2/2007,14:35:00,0.232,0.000,241.55,1.0,0,0,0,2/1/2007 14:35
1/2/2007,14:36:00,0.232,0.000,240.80,1.0,0,0,0,2/1/2007 14:36
1/2/2007,14:37:00,0.240,0.000,241.58,1.0,0,0,0,2/1/2007 14:37
1/2/2007,14:38:00,0.240,0.000,241.97,1.0,0,0,0,2/1/2007 14:38
1/2/2007,14:39:00,0.240,0.000,242.58,1.0,0,0,0,2/1/2007 14:39
1/2/2007,14:40:00,0.236,0.000,243.06,1.0,0,0,0,2/1/2007 14:40
1/2/2007,14:41:00,0.236,0.000,243.00,1.0,0,0,0,2/1/2007 14:41
1/2/2007,14:42:00,0.232,0.000,241.55,1.0,0,0,0,2/1/2007 14:42
1/2/2007,14:43:00,0.234,0.000,241.81,1.0,0,0,0,2/1/2007 14:43
1/2/2007,14:44:00,0.232,0.000,241.32,1.0,0,0,0,2/1/2007 14:44
1/2/2007,14:45:00,0.232,0.000,241.17,1.0,0,0,0,2/1/2007 14:45
1/2/2007,14:46:00,0.232,0.000,240.75,1.0,0,0,0,2/1/2007 14:46
1/2/2007,14:47:00,0.232,0.000,240.67,1.0,0,0,0,2/1/2007 14:47
1/2/2007,14:48:00,0.230,0.000,240.65,1.0,0,0,0,2/1/2007 14:48
1/2/2007,14:49:00,0.276,0.000,240.59,1.2,0,0,0,2/1/2007 14:49
1/2/2007,14:50:00,0.344,0.138,241.10,1.6,0,0,0,2/1/2007 14:50
1/2/2007,14:51:00,0.342,0.140,241.75,1.6,0,0,0,2/1/2007 14:51
1/2/2007,14:52:00,0.342,0.148,242.98,1.6,0,0,0,2/1/2007 14:52
1/2/2007,14:53:00,0.340,0.146,242.85,1.6,0,0,0,2/1/2007 14:53
1/2/2007,14:54:00,0.340,0.148,243.24,1.6,0,0,0,2/1/2007 14:54
1/2/2007,14:55:00,0.336,0.146,242.64,1.4,0,0,0,2/1/2007 14:55
1/2/2007,14:56:00,0.336,0.146,242.56,1.4,0,0,0,2/1/2007 14:56
1/2/2007,14:57:00,0.334,0.144,242.32,1.4,0,0,0,2/1/2007 14:57
1/2/2007,14:58:00,0.332,0.144,242.27,1.4,0,0,0,2/1/2007 14:58
1/2/2007,14:59:00,0.330,0.140,241.43,1.4,0,0,0,2/1/2007 14:59
1/2/2007,15:00:00,0.328,0.140,241.24,1.4,0,0,0,2/1/2007 15:00
1/2/2007,15:01:00,0.330,0.144,241.91,1.4,0,0,0,2/1/2007 15:01
1/2/2007,15:02:00,0.374,0.182,241.82,1.8,0,0,0,2/1/2007 15:02
1/2/2007,15:03:00,0.406,0.248,241.68,2.0,0,0,0,2/1/2007 15:03
1/2/2007,15:04:00,0.406,0.248,241.83,2.0,0,0,0,2/1/2007 15:04
